Algoritmo,Imagen,Tiempo
CUDA CPU,image_500_6_9.png,8098
CPU,image_500_6_9.png,7894
CUDA, image_500_6_9.png,8762
CUDA V2, image_500_6_9.png,5203
CUDA CPU V2, image_500_6_9.png,4411
CUDA CPU,image_500_9_0.png,8625
CPU,image_500_9_0.png,9277
CUDA, image_500_9_0.png,9272
CUDA V2, image_500_9_0.png,5624
CUDA CPU V2, image_500_9_0.png,4233
CUDA CPU,image_500_9_1.png,8303
CPU,image_500_9_1.png,10893
CUDA, image_500_9_1.png,9008
CUDA V2, image_500_9_1.png,5160
CUDA CPU V2, image_500_9_1.png,4220
CUDA CPU,image_500_9_2.png,8531
CPU,image_500_9_2.png,9134
CUDA, image_500_9_2.png,9897
CUDA V2, image_500_9_2.png,5183
CUDA CPU V2, image_500_9_2.png,4715
CUDA CPU,image_500_9_3.png,8728
CPU,image_500_9_3.png,9314
CUDA, image_500_9_3.png,9533
CUDA V2, image_500_9_3.png,5008
CUDA CPU V2, image_500_9_3.png,4341
CUDA CPU,image_500_9_4.png,8902
CPU,image_500_9_4.png,9177
CUDA, image_500_9_4.png,9331
CUDA V2, image_500_9_4.png,5007
CUDA CPU V2, image_500_9_4.png,4375
CUDA CPU,image_500_9_5.png,9184
CPU,image_500_9_5.png,9383
CUDA, image_500_9_5.png,10143
CUDA V2, image_500_9_5.png,5000
CUDA CPU V2, image_500_9_5.png,4265
CUDA CPU,image_500_9_6.png,8823
CPU,image_500_9_6.png,9144
CUDA, image_500_9_6.png,9880
CUDA V2, image_500_9_6.png,4901
CUDA CPU V2, image_500_9_6.png,4163
CUDA CPU,image_500_9_7.png,7937
CPU,image_500_9_7.png,9200
CUDA, image_500_9_7.png,9305
CUDA V2, image_500_9_7.png,5665
CUDA CPU V2, image_500_9_7.png,4300
CUDA CPU,image_500_9_8.png,7906
CPU,image_500_9_8.png,9226
CUDA, image_500_9_8.png,8988
CUDA V2, image_500_9_8.png,5274
CUDA CPU V2, image_500_9_8.png,4392
CUDA CPU,image_500_9_9.png,8447
CPU,image_500_9_9.png,9156
CUDA, image_500_9_9.png,9888
CUDA V2, image_500_9_9.png,5373
CUDA CPU V2, image_500_9_9.png,4515
